,name,titles,rating,comments
1192,Parthasarathy S,Great experience,5.0,"I don’t think one would regret after having iPhone 12. Yes, the battery life would have been better, but is acceptable. It’s nothing like draining in no time. One would really enjoy this latest model by Apple rather than counting on battery life."
1193,Srinibas Sahoo,"Ringtone sound decreases after 2,3 seconds. Is it normal?",5.0,"Product is good. And in the phone when you get call the ringtone sound initially very high after 2,3 seconds the ringtone sound will decreases in my phone, is this normal in iPhone 12 or my phone is fault piece. Please anybody clarify my doubt. Thanks in advance"
1194,Yaswanth S.,Very powerful device but battery life sucks,3.0,If you're someone who is a heavy user then it sucks. Even for a new device you have to charge it twice a day. Camera is pretty good. Considering the current pandemic and face mask situation. Hoping apple would come up with a fingerprint authentication for the upcoming models
1195,zeenat siddiqui,Best iPhone to buy,5.0,"Moved from oneplus, this phone is perfect on hand with a smaller size. Battery backup has been great. After some minor tweaks, I get more than a day of back up. The camera is better than the one plus."
1196,Sajauddin,I phone 12 product red 128 GB review,5.0,"Well I must say this product red color looks very trendy. I'm impressed with the battery life of the phone. As you know it doesn't come up with charger, you do need to buy separate one. Still I think its value for money"
1197,The weaves,iPhone 12,5.0,Phone is good but Their is no Apps for new application like torrent it is all the way secured also everything depends on money for all the appsCamera is wonderful and look wise too good
1198,Amneet K.,My phone stopped working within months,5.0,My phone stopped working with in a month.
1199,Shaji kk,iPhone 12,5.0,Average battery life only for iPhone for 1 day or below .Value for money is too expensive only but the quality is good comparing with the price .
1200,Yaswanth S.,A Defective Product has been delivered,3.0,i fail to understand how a product like this is delivered .It seems the OEM need to work on the quality  quality
1201,Dr. Rohan,NA,5.0,"The colour of the phone is very light with which I am not impressed. The phone gets heated quickly which I didn’t expect, Face recognition not working when mask on."
1202,Deepti,"Good to handle ,but face detector isnt that good",5.0,Battery and camera are good
1203,Shashi Yadav,This phone will definitely address your needs!,5.0,"I want to say that battery backup of iPhone has been considerably improved. Everything is the best. If you're a average user who only indulge in social life and little bit of photography no need to go for Pro/ Pro Max, iPhone 12 will do the justice."
1204,Amazon Customer,Not worth of money,5.0,"While charging, it gets heated.. it’s EMV, it is not worth of money, it’s display get zoomed in while lock the phone, it is tough to un lock while zoom in display"
1205,Samarth,NA,5.0,NA
1206,Yaswanth S.,Touch screen,3.0,Battery life is average
1207,Chelsi,My phone Iphone,5.0,Iphone is iphone and the buying experience was also goodDelivery on timeWell packed and feels good when u use the phone daily and gives all reason a worth to buy
1208,Sagar Lama,Most awaited iPhone !!,5.0,"Firstly it’s thin, weight is reduced. Apple changed the display to Super Retina edge-to-edge OLED now. It features Ceramic Shield to protect from hardest falls and drops. You are definitely going to love the edges this time. A good option to upgrade from previous models."
1209,Sudeep Dasgupta,Scratch near charging point,4.0,"                    The media could not be loaded.
                



 Scratch near charging point"
1210,Arun,Bed,5.0,Bed
1211,shirish,Go for it,5.0,Using this since 2 months. So far phone is working good. Never going back to Android again!!! 😍😍
1212,Yaswanth S.,Iphone12,3.0,Great phone i was an android fan since the beginning and when i saw the iPhone 12 i wanted to switch to ios. This is the best phone to buy right now
1213,anitarani sahoo,Bad customer support and no support on replacement of defective product received .,5.0,"I ordered iphone 12 blue,128gb started showing issues. It was getting restarted on its own after every 15 mins or so. The display started lagging and and at times the device was completely unresponsive leading to unexpected shutdowns all this happened in merely 5 days of using it. And upon contacting customer support I was informed by Ms. Tuleshwari from support team to connect with Brand and in case the brand is ready to issue a service report they will initiate the replacement request. Upon getting the service report done from Apple service centre the support team staff Mr. Sanjay on outright basis denied replacment stating we cant issue basis the report. It's the brand who will have to be contacted. Customer service and support is clearly lacking with a brand like Amazon. What's the point of claiming of a free 7 day replacement policy when the support team clearly twists it as per their own convenience. I have had a experience of lifetime and would highly recommend no one to buy from Amazon. They are best at not helping consumers whatsover.  #patheticpolicies #poorcustomerservice"
1214,Ampat Varghese Varghese,Just wooooooow,5.0,What to say about itJust switch from Android to iOSJust wooow thats amazing oneLove the productI already used sum of the product of Apple
1215,Dr. Hema,Mobile not good condition,5.0,I have purchased I phone 12 128 GBAmazon great Indian festivals day but one week used good condition after problem screen is blurring so pls help
1216,RAMAJI VANJARA,Nice product,5.0,"Good product, bringing back the old 5s style advantage.But, Moved from pixel3 to iphone12.I felt pixel is better than iphone 12, only best part of iphone12 is iosExpected more from BatteryCamera is good, build quality is great"
1217,Nitesh,phone is not switching on,5.0,worse product...my phone is not switching  on ..
1218,Yaswanth S.,Very poor service especially related to buying mobile,3.0,"                    The media could not be loaded.
                



 Dear Team,Please be informed that I am very dissatisfied by the services provided by Amazon buying this much expensive mobile from Amazon is not worth I believe they always provide us the defected item I recently purchased I phone 12 and it is creating a problem while switching on had to try multiple times for the same and this problem occurs every time whenever I switch off the mobile last time also the same issue occur when I bought my One plus 08 there was issue related to camera image was getting blurred each time and then I have to replace it I think Amazon just sell defected items I am very angry and wil take it forward because it's second time in a row and will never suggest any one to buy mobile especially from Amazon and also want to post the review about this on social media"
1219,Muhammad Hussain ,"Very nice phone, light weight, display, processing excellent",5.0,Excellent phone
1220,Anil Thounaojam,Very disappointed😐,5.0,Facing Network Issue and Face Id not working Properly....I requested to replace product but response from amazon.
1221,Abhishek,A little bit expensive 😉,4.0,Better build quality as compared to iphone 11 but the camera is good in iphone 11 as compared to this one.
1222,Abhishek,Simply Amazing,4.0,Nice model from iPhone all features are good except battery and its go up to maximum 8 hrs
1223,Abhishek,Battery charges upto 80%,4.0,Battery charges only upto 80%
1224,Abhishek,bad battery pickup,4.0,My mobile battery was 29 present and after a while it became 30 present then it became 31 present
1225,Abhishek,complain consumer court,4.0,They sent me a defective product and now they are telling they can’t help however raised an complaint on consumer support
1226,Abhishek,Don’t buy this,4.0,Worst battery backup
1227,Abhishek,Super,4.0,"                    The media could not be loaded.
                



 Battery disappointing"
1228,Abhishek,Good,4.0,
1229,Abhishek,Camera is not good and battery draining faster,4.0,"Camera quality is worst than my redmi phone and battery draining faster, not expected from apple, in festival they manufactured in bulk amount on cost of quality"
1230,Abhishek,Lovely phone,4.0,"                    The media could not be loaded.
                



 Very beautiful and fast processing phone"
1231,Abhishek,Iphone 12 128gb,4.0,"It's my day 1 review, bought for 72k ,iphone 12 128gb red color. Soon I may modify review again."
1232,Abhishek,face issue,4.0,face issue new box open yesterday please replaced my phone
1233,Abhishek,Excellent phone,4.0,Aswome phone
1234,Abhishek,Help,4.0,"I am facing  charging problem for my brand new iPhone 12 , it’s take 5 hrs to complete 80% of charging and I’m using apple genuine 20 W adapter."
1235,Abhishek,Pathetic Experience!! Product Seal was Broken,4.0,product that received in the box is having broken seal which should not be done on apple mobile phones.Pathetic experience
1236,Abhishek,worth upgrading,4.0,"Amazing iPhone, worthy updatehave to buy a type-c supported charging adaptor for charginggood displaydecent battery lifenice night clicksoverall worthy upgrade from classic iPhonebuy apple original 20w adaptor for charging, it fill battery faster than any other adaptor"
1237,Abhishek,Loved it!!,4.0,Battery is draining very fast while using internet. Camera is good. Awesome images. Battery should be increase
1238,Abhishek,Good,4.0,Overall good but camera and battery life not as good as iphone 11pro
1239,Abhishek,Best phone,4.0,
1240,Abhishek,In love with my first iphone ❤️,4.0,Iphoneeeeeee finally 😎 #2021 Goals
1241,Abhishek,Nice overall except few things,4.0,Nice. Recommended. Go ahead and buy.Prons- 90 Hz refreshing rate is missing. No audio call recording and only 3 days call history
1242,Abhishek,Great product,4.0,Face ID superb …camera good could have added more futures..they should have given charger for this much money. But battery comes through out day which is good..
1243,Abhishek,Camera not good,4.0,Isse accha camera to mere iPhone 7plus ka hai
1244,Abhishek,Not much of difference from predecessor.,4.0,If you have iphone 11/XR not much of a change expect the change in look from outside . From inside its still functions the same.Battery like : Can be improved. Okayish currently.Value of money: Not really. 80k INR is a lot of money.
1245,Abhishek,Awesome,4.0,"iPhone 12 is smooth as a silk and the performance is rock solid, after coming from Android I think this is the best decision I have taken."
1246,Abhishek,📲,4.0,"                    The media could not be loaded.
                "
1247,Abhishek,Asowme,4.0,"                    The media could not be loaded.
                "
1248,Abhishek,Good,4.0,screen on time is 7 hours
1249,Abhishek,Awesome,4.0,Back to the same design of iPhone 4/5. Phone feels great to hold and use. Very snappy and good battery life. Records video in HDR which looks really good on the oled screen of the phone.
1250,Abhishek,iPhone from Amazon doesn’t comes with rerun policy please check that,4.0,I recently purchased new iPhone and it have issue with camera not as expected I want return they are denied
1251,Abhishek,Bad camera,4.0,"I am using oneplus 7 pro , bought this as secondary ph... camera is just pathetic... not worthy. Got a scratchy product which hanged too had to replace  still not happy. Oneplus is just the best. Period."
1252,Abhishek,Phone not switching on,4.0,"                    The media could not be loaded.
                



 The phone did not switch onWorst product and experience"
1253,Abhishek,Delivered on time excellent product,4.0,"                    The media could not be loaded.
                "
1254,Abhishek,Premium is the feeling!,4.0,Fantastic Device . Battery lasts around 6hrs if used continuously . Camera is fabulous. Much thinner and lighter than iPhone 11. ✌🏻
1255,Abhishek,Exchange simply does not work!,4.0,"The review is about Amazon exchange scheme. Everything else was perfect. The delivery agent came, checked my old phone and tried to initiate exchange. As told by him, verification of exchange link was supposed to appear on Amazon app on my old phone or any device with the same login. It simply did not appear. After three phone calls with service centre  and discussion with delivery team supervisor, I had to either forgo the exchange or cancel the order. I went with fully paid purchase. The delivery person informed that this was happening frequently.Amazon needs to really work on it. I had to uninstall, reinstall, reboot etc, n number of times. No use."
1256,Abhishek,Faceid is slow,4.0,Good
1257,Abhishek,ok,4.0,ok
1258,Abhishek,Apple iPhone 12,4.0,Good to use
1259,Abhishek,Apple IPhone 12 Green Colour 64 Gb Unboxing,4.0,"                    The media could not be loaded.
                



 I don’t have any words to describe of this Phone camera, Performance model Design everything is mind blowing I am so glad after bought this Phone you should purchase this 😇"
1260,Abhishek,Love it,4.0,"I love my iPhone 12Battery superb it will last for whole dayScreen Oled rocksUpgrading from 7 n it’s worth waiting.It will be better If Mrp is little lower 😉 like 70,000"
1261,Abhishek,Item defective or doesn't work. Phone not switching on,4.0,Item defective or doesn't work. Phone not switching on.
1262,Abhishek,All rounder awesome n expensive beauty...,4.0,"I love my iphone 12 so very much. Excellent display, battery life and camera and a14 processor chip is outstanding. Only one demerit and that is the cost of the phone. It's very expensive. Cheers..."
1263,Abhishek,Smooth Performance,4.0,The iPhone design is perfectly balanced and the ios offers a smooth performance. A Happy customer ☺️.Battery 🪫 is getting drained quickly.
1264,Abhishek,Apple rules!,4.0,Great upgrade over iPhone 11.Better camera better screen and far better ergonomics.Amazing price offered on Amazon unmatched by any other seller.Great buy!
1265,Abhishek,Manufacturing defects,4.0,"After 80% of charging, phone temperature too much higher"
1266,Abhishek,Super,4.0,Super
1267,Abhishek,Work camera quality,4.0,"Worst camera experience does not justify apple as a brand, other Chinese phone haa good quality than apple iphone 12"
1268,Abhishek,Overheating,4.0,"1. Phone gets overheat while charging with specified 20w charger2. Heatimg issue observed even while calling3. Now the worst thing is that phone reached to the sellet by 19th and still return hasn't been done yetEverytime I called the customer care, I was informed to wait for the return for more 2-3 days. Its 29th today."
1269,Abhishek,Faulty product,4.0,"                    The media could not be loaded.
                



 Today’s I received my new iPhone 12. But its screen damaged 2 lines coming on full screen"
1270,Abhishek,Plastic layer of cover,4.0,Plastic layer not intact. Which make me sceptical that it is opened earlier.
1271,Abhishek,What a phone should be,4.0,"Upgraded from one plus 7 proNever used IOS before,Must say this is what phones are supposed to be.Just go for it.Early delivery by Amazon , Well packed and secure package."
1272,Abhishek,Worst experience within 5 months!,4.0,"My phone Wi-Fi is getting disabled camera not working getting restart automatically, camera flash not Working and also getting hang, i buy before 5 months I think better we should go for android phone, low price good performance and good battery life!"
1273,Abhishek,Best Smartphone used till date,4.0,Haven’t used a smartphone this good. Would say just perfect for my need. Sometimes I feel likes touch is like butter. Battery works for me 2 days with dual sim usage.
1274,Abhishek,Nice I phone,4.0,Good Cell PhoneWorks very wellSmooth excellent WorkingExcellent CameraExcellent face recognitionLight weightBattery is ok okDelivered on time
1275,Abhishek,Body Colour so Dull and Battery Backup so Bad,4.0,Think when you buy i Phone 12 so high price but quality so Dull. but you give 45k for i phone 12 so waste your money.
1276,Abhishek,best in market!,4.0,Everything is so smooth that u cant even think of getting to android further!
1277,Abhishek,Battery backup is very poor.,4.0,Don’t go with brand. It’s totally money waste. This phone is used as a show off with others. Android is far better than iOS.
1278,Abhishek,Mobile awesome no problem but butter super fast draining,4.0,Only on one issue hitting only
1279,Abhishek,Game play time is heating for iphone12 NOT buy please.,4.0,Not buy for seller please game time is heating problam.
1280,Abhishek,flagship phone,4.0,Best battery backup in all iPhone models. No lag. Nice face recognition in dark places too. Happy with this phone. Decent deal from Amazon.
1281,Abhishek,outer box of mobile was not sealed properly not happy with service and privacy of my product.,4.0,Display is not good enough.Never ever buy anything on sale of amazon.
1282,Abhishek,Not upto the mark,4.0,Samsung is far better than iphone. That was my big mistake to buy iphone
1283,Abhishek,VERY NICE PHONE,4.0,"Very good product. I was using 6S plus till now. After using for one and half month, it’s so impressive and battery is the best. It comes whole day. Very fast and smooth. Nice design."
1284,Abhishek,Assured delivery and quality,4.0,The phone is as good as expected. And got delivered safely no need to worry about that.
1285,Abhishek,"Bad Product, gOT BATTERY Dear Product , the harddisk is crashed and motherboard is damaged",4.0,
1286,Abhishek,Incredible display and battery,4.0,This phone is awesome. What I really felt great abt is the battery life and display. Although the charging time is approx 2 hrs.
1287,Abhishek,Super product but price is high,4.0,iPhone is always elite experience. Why all phone manufacturers can not raise their bar to complete with IPhone. Superb product.
1288,Abhishek,I Phone 12,4.0,Best mobil
1289,Abhishek,Decent Phone,4.0,Well been using it for 2 weeks now. Phone is pretty good. If you can afford it you should buy it.
1290,Abhishek,iPhone wins of battery would have been better,4.0,Exceptional except the battery
1291,Abhishek,Totally disappointed with the product,4.0,The product is dead on arrival. It's not powering on. When we reached Amazon on that....they are saying its not Amazon responsibility on refund or replacement on the product. Since it's a brand new phone Amazon should take the entire responsible on the damaged product but instead they are redirecting to Apple Service centre...NEVER BUY COSTLY PRODUCT IN AMAZON...
1292,Abhishek,Superb,4.0,I’m an iPhone fan and I loved this phone
1293,Abhishek,Wrost part of ceremic shield,4.0,They called ceremic shield but it’s not for scratchless!!!!! I have so many scratches in my phone.......pls use tempered glass for protection of scratches!!!!!
1294,Abhishek,"Genuine product ,brand new retail model starting Model number from M",4.0,"Very good , genuine brand new , retail model starting Model number from M is first new retail version"
1295,Abhishek,Paisa barbad bc,4.0,Waste of money
1296,Abhishek,Awesome phone,4.0,The phone is a beast and I have no issues with phone but the battery could have been better
1297,Abhishek,Best phone in this segment in many aspects,4.0,LikesCameraBattery backup. using 20w adapter it’s charging pretty fast 80%in less than 40 minutesDislikesNothing as of now
1298,Abhishek,Super fast delivery by Amazon perfect phone camera is better than iPhone 11,4.0,Super fast delivery by Amazon perfect phone camera is better than iPhone 11
1299,Abhishek,Cool,4.0,I think different phone from the others so u can purchase ie expensive bt deserve it
1300,Abhishek,Battery backup,4.0,I am writing this review after 2 months of use. Battery backup is not good so far. Very disappointed..
1301,Abhishek,Superb,4.0,Superbbb phone.First time I am using I phone feeling better experience with I phone 12.if u will use i phone 12 then u never buy stupid oppo Vivo like android phone
1302,Abhishek,iPhone,4.0,If you don't have an iPhone then you don't have an iPhone
1303,Abhishek,iPhone 12 review,4.0,iOS is smooth but has many restrictions with file sharing. Worth the price I got it for in discount.
1304,Abhishek,Beautifully design excellent phone,4.0,"High quality, elegant design and lovely phone. I love the blue color."
1305,Abhishek,"Bad product , heating problem",4.0,Very bad product heating problem
1306,Abhishek,Touch screen stoped working in 5 days of purchase,4.0,I bought this iPhone 12 128 GB after  3 days slowly letter b stoped working on keyboard I thought it was software glitch as sometime updateing software would solve the issue as we are in a pandamic situation I moved to my village where there little reception so update took 2 to 3 days to download. But even after updating there was no improvement so called apple support spoke to then at length about my situation and after hearing me they did some troubleshooting and came to a conclusion that it has some hardware problem and should approach Amazon as they were responsible for selling me this product for replacement.  by this time 7 days completed and according to the Amazon policy they only return and replace for 7 days.  When spoke to Amazon customer care they just wouldn't connect me to the concern department they just bluntly say I should approach apple but apple executive tells me he can't do anything. Is this how you treat a loyal customer you can check my account the and frequency I order trough Amazon. Not even connecting call to the concern department.
1307,Abhishek,Best Iphone till date..kudos to Apple,4.0,Pros:OLED ScreenLonger battery lifeBest in class chipSecurityNo heating
1308,Abhishek,Recommend to buy it,4.0,Nice very good like iphone 12 no heating i have used it for 2 months and write down review recommended for iphone lover
1309,Abhishek,Bekar,4.0,"                    The media could not be loaded.
                "
1310,Abhishek,Excellent Phone,4.0,Never disappointed with any Apple purchases. Excellent phone and good upgrade from iPhone 8 to 12.
1311,Abhishek,Ok,4.0,"Price is of brand only ,nothing else"
1312,Abhishek,Awesome phone. Very handy too.,4.0,Absolutely loving this device. I switched from Android to Apple and the transition was very smooth.
1313,Abhishek,Scratch display,4.0,Everything is ok except a small hair scratch on front display glass.
1314,Abhishek,Super,4.0,Good
1315,Abhishek,battery,4.0,battery life is not gud
1316,Abhishek,"Not a good product, battery very poor",4.0,"Battery very poor, don't purchase"
1317,Abhishek,Nothing to think before buying.. excellent performance.. excellent phone,4.0,Camera is perfect..no doubt..but rate should be low..
1318,Abhishek,I was lucky to get in 72000,4.0,Very luck to get this price on 72000
1319,Abhishek,Worth,4.0,I just love the phone
1320,Abhishek,I am happy with my new iphone,4.0,"iPhone 12 is really versatile mobile phone, for my business and social media, scanning and nice in size."
1321,Abhishek,Superb over all,4.0,Superb quality n osm picture capturing quality better then DSLR but battery backup is only for 6hr
1322,Abhishek,Good,4.0,Not bad
1323,Abhishek,I got Defective Product from Amazon,4.0,"                    The media could not be loaded.
                



 This Phone is Defective and Hanged, It is not working anymore"
1324,Abhishek,My first iphone,4.0,Superb filling. My first apple product.Only diss pointment is adapter is not there in box.
1325,Abhishek,Great,4.0,"Compact phone with great display,good battery life,fast charging,good camera.Overall paisa wasool phone"
1326,Abhishek,Value for money Iphone,4.0,Gr8 product from Apple
1327,Abhishek,Good one,4.0,You can trust Amazon 👍I am writing this after a week and it’s original apple productThank you Amazon 👍
1328,Abhishek,Best in gaming and camera quality,4.0,"Best camera quality,screen resolution superb,battery performance for me like i also play highly graphics games (best in class).premium looks great performance,what else we want ✌🏼"
1329,Abhishek,Best phone,4.0,The best phone  I have ever used. This phone is flawless enjoying every bit of it.!!❤️
1330,Abhishek,Good to have such a beautiful phone,4.0,Found all features as tabled in the manual. Excellent product from Apple
1331,Abhishek,Heavy Battery draining,4.0,Heavy Battery draining
1332,Abhishek,camera and all features are awesome but in my iphone the volume down button side is very heating,4.0,volume down button side heating problem every time
1333,Abhishek,Best,4.0,Battery life is goodCamera - best in smart phoneNo fingerprint sensorEverything is best
1334,Abhishek,Hardware issues,4.0,Performance wise it’s good.Battery okEar speakers stopped working in 8 months. Got it repaired from apple care.And again the speakers stopped worked in next 8 months after repair. Again went to apple care and they again fixed it for free.
1335,Abhishek,Battery backup is non existent,4.0,"                    The media could not be loaded.
                



 Battery backup is worst. My 2 year old redmi note7 pro (12k) easily runs one  full day with more than 4 hour screen on time. But this new 60k phone almost dies with 2 hour Amazon music. Clearly not worth it. Apart from the 12mp ultra wide camera nothing else is impressive in this comparing to my old phone.  Updated to the latest iOS version. Running in low power mode. Still battery is draining. Since the replacement period is over, totally devastated. To conclude never buy an iPhone ever again. In video Battery charged to 96%. But after restarting the phone it shows 100%."
1336,Abhishek,Beast of a device,4.0,"Smooth, clean , fast,simple and class.Except for the front camera which is a bit underwhelming to me considering the price point and brand value,this is a beast of a device."
1337,Abhishek,Excellent performance,4.0,Everything about the phone can be described in a single word ‘awesome’.
1338,Abhishek,Simply the best!,4.0,"Switched from android and I am happy how simple, fast and secure it is. Happy with the phone so far 👍"
1339,Abhishek,Bahoot sahi hai,4.0,2 saal ki pocket money se liya hai phone. Bura kuch ho hi nhi sakta hai. 😀😀😀
1340,Abhishek,Good,4.0,Nice
1341,Abhishek,Make in India 🇮🇳,4.0,Thank you Apple Inc. and Amazon. It is worth for each penny. Kudos to you guys and yes it is assembled in India ❤️
1342,Abhishek,The worst camera !! Money wasted.  I did not expected,4.0,Worst cameraHeating issueI'm not happyDelivery too late I bought this phone for camera use  but I disappointed. My poco X2 is far better than it.Can I replace it ?All document is safe !Picture quality is very annoyingI can't believe I'm not going to order anymore products online
1343,Abhishek,Good buy and recommended,4.0,iPhone is always and iPHone. Very good CX and UX and trouble free usage. Camera this time is Super clear. Loving it !!
1344,Abhishek,I Have received defective product very Bad experience,4.0,
1345,Abhishek,Upgrade over xs and below,4.0,If you are currently using iphone xs or below models this is definitely a worthy upgrade.
1346,Abhishek,Great device,4.0,Iphone 12 photography
1347,Abhishek,Beast at everything,4.0,"Great phone,Great camera,great body. Liked everything about the phone,great battery backup,feels so premium in hands."
1348,Abhishek,Light weight,4.0,The  two important feature I like abt it are  light weight and very comfortable to hold.Battery lasts easily for a day.
1349,Abhishek,5,4.0,Nice
1350,Abhishek,A good deal,4.0,It works very swiftly.Happy with the outcome
1351,Abhishek,Query Regarding Phone Colour,4.0,My Phone Colour Is Light Blue.Not Black.Any Reason Of This!!??
1352,Abhishek,Good,4.0,Good
1353,Abhishek,Good product and best packaging,4.0,Awesome delivery by amazon and good packaging
1354,Abhishek,Apple has a different value always,4.0,It’s fabulous !
1355,Abhishek,Iphone12,4.0,value for money
1356,Abhishek,Treat to use iPhone,4.0,Perfect product to use without any glitch
1357,Abhishek,It’s awesome! And original product,4.0,It really awesome product but the delivery time is late. Try under your own risk.
1358,Abhishek,Original and genuine product,4.0,Original and genuine product
1359,Abhishek,"EVERYTHING Is fine EXCEPT CHEATING OF BATTERY LIFE,CHARGER,EARPHONES. APPLE MUST SHOULD INCLUDE",4.0,GOOD PHONE
1360,Abhishek,iPhone always good,4.0,Very good buy
1361,Abhishek,Charging point not working as it has been gone inside,4.0,Not as per standard aa name appears
1362,Abhishek,Amazing Phone,4.0,
1363,Abhishek,Disappointed,4.0,After 1-2 months use camera ring colour damage..
1364,Abhishek,Getting warm and low performance,4.0,Product is getting warm.. also pictures are very low resolution..getting scatteredThis was my third iPhone…really disappointedWasted approx 80k .. Apple has now selling it around 65KNot a god experience …will switch to another brand next time after having 10 years of attachments
1365,Abhishek,Camera,4.0,Best one! camera🔥❤️Some pictures taken in very minimal lighting!
1366,Abhishek,Great mobile to use!!!,4.0,Everything is quite fine but only matters is battery backup is very low.Hardly for a normal user it lasts not more than18-20 hours
1367,Abhishek,A fantastic phone,4.0,It's super responsive and has a great display
1368,Abhishek,Good Phone,4.0,Good Phone
1369,Abhishek,Nice,4.0,Awesome phone but price little bit too high
1370,Abhishek,Best phone hands down,4.0,Apple is the best there is
1371,Abhishek,The phone to buy,4.0,12 vanilla is the phone to buy for the average user. Its the sweet spot for 🍎 fans. If you really want the 3 cameras go for the pro max.
1372,Abhishek,Best buying experience,4.0,"There's enough written about the iPhone already, what I liked was the user experience of buying from Amazon rather than from a store."
1373,Abhishek,Awesome,4.0,Product is awesome but at continue using of this phone going to hot
1374,Abhishek,Design,4.0,"Wonderful experience, i have no words for the product to explain his efficiency design."
1375,Abhishek,Value for money,4.0,Nothing to dislike
1376,Abhishek,Pretty good with HDFC card offers,4.0,Disappointed with no charger and no headphones in the box.
1377,Abhishek,"Simplicity with best design, holding the best phone ever.",4.0,The delivery experience was really good and fast.Best price from Amazon.
1378,Abhishek,Awesome,4.0,Lovely phone and better body design
1379,Abhishek,fingerprint magnet,4.0,i have upgraded from iphone 6 to 12 so for me it is best
1380,Abhishek,A good uograde,4.0,"Overall it looks good, coming from XR it looks a good upgrade for me. Design is ‘back to basics’ which is compelling. I loved the fast response among other things."
1381,Abhishek,If budget is not the concern go for it,4.0,It’s apple. Its the best there is
1382,Abhishek,Op,4.0,Very op
1383,Abhishek,Great Phone,4.0,
1384,Abhishek,Beast,4.0,It is really a great phone if you can afford it. However battery really sucks
1385,Abhishek,Good,4.0,Personal use for this like
1386,Abhishek,Refub,4.0,Waste of money
1387,Abhishek,Bye bye android,4.0,Switching android to iPhone! No regrets! Happy customer!
1388,Abhishek,Super HIT phone,4.0,Brilliant in all the way. Good performance
1389,Abhishek,Excellent,4.0,It’s an iPhone it’s always grateful on hands!!!
1390,Abhishek,Awesome,4.0,good to have an iphone
1391,Abhishek,Loved it,4.0,The camera could have been better but still great pictures
1392,Abhishek,Not good,4.0,Apple is just now making money
1393,Abhishek,👌,4.0,Great smartphone. but funny thing is that it doesn’t support airtel in my phone. Maybe they need a software update or should look into this issue.
1394,Abhishek,Amazing,4.0,Amazon with amazing delivery and excellent product. Best app for shopping electronics items.
1395,Abhishek,Superb,4.0,Good smartphone
1396,Abhishek,It’s a great product for iOS lovers !!,4.0,"I Loved I Phone X, because of size & design !!This one better in both aspects, it’s a very light phone !!"
1397,Abhishek,Good,4.0,Very good
1398,Abhishek,Paise to zindagi bhar kamaoge,4.0,"Badhiya hai, ek baar to lena chahiye"
1399,Abhishek,Worth 80k. Awesome.,4.0,Awesome product. won’t regret for 80k after buying
1400,Abhishek,I got ded iphone,4.0,Phone don't start
1401,Abhishek,Amazing phone 😎❤️,4.0,"                    The media could not be loaded.
                



 Supreme quality ever.. but in charging phone heating too much otherwise no dought it is worth in this price point"
1402,Abhishek,Wow,4.0,Superb
1403,Abhishek,Best mobile,4.0,Apple gives what we pay
1404,Abhishek,Awesome,4.0,"The best iPhone till now. Display, camera, performance"
1405,Abhishek,It was amazing,4.0,Face lock is there not fingerprint but it was Fabulous product
1406,Abhishek,I got a defect mobile and poor customer service,4.0,
1407,Abhishek,Superb,4.0,Phone is awesome
1408,Abhishek,It’s a gorgeous device in your hand,4.0,It has the best haptics!!!
1409,Abhishek,Awsam,4.0,It isy 1st I phone nice phone
1410,Abhishek,Extremely satisfied,4.0,"Best phone one can ever get.If you r old iphone user, this is one for you"
1411,Abhishek,Trusted good suppliers early delivery,4.0,Good Product. Very good supplier. Earlier delivery with quality packing
1412,Abhishek,Worth it.,4.0,Worth it.
1413,Abhishek,Best iPhone ever...,4.0,Iphone 12 is by far the best iPhone no wonder why its getting all the praises from everyone. Thanks amazon for smooth delivery.
1414,Abhishek,Great price during sale,4.0,Long term apple products user. Love everything about the brand
1415,Abhishek,Awesome,4.0,Fantastic switch over from android to ios
1416,Abhishek,The colour looks magnificent,4.0,It was a very good purchase at such a good discounted rate
1417,Abhishek,Amazing iPhone 12,4.0,"This is a Gem. The product meets your expectations. Display, Battery life and Camera : Best in class."
1418,Abhishek,The best 😊,4.0,Apple always AppelScreen quality and face unlock excellent
1419,Abhishek,Awesome,4.0,As expected by apple.Apple the name is enough
1420,Abhishek,Camera and screen quality!!!!!!! Best apple offered yet so far,4.0,Camera and screen quality!!!!!!! Best apple offered yet so far.
1421,Abhishek,Value for money,4.0,Back to IOS and great decision to buy iPhone again
1422,Abhishek,NYC over all,4.0,NYC experience
1423,Abhishek,Amazing phone,4.0,Just amazing
1424,Abhishek,Nice product,4.0,Overall very good product
1425,Abhishek,Sum scratch on side body,4.0,New phone but like oldsum scratch on side body
1426,Abhishek,The charging cable does not work,4.0,"The charging cable does not work. When I reach out to Apple, they stated that I should contact Amazon where I bought this phone from. Amazon is making me run in circles. Simply got tired - that is what they want. NEVER purchase Apple products on Amazon. ALWAYS purchase from offline stores OR directly from Apple store. Period."
1427,Abhishek,ios isn’t better than android,4.0,"                    The media could not be loaded.
                



 ios is ver very different and limited to an certain extent.heavy android users gonna regret about so many things."
1428,Abhishek,Very useless and full of restrictions phone,4.0,Experience was the worst for the iPhone... Hardware wise very good but its very useless phone ever used... Everything paid.... And very very restriction in usage... I love android so sold this phone in second hand market after a week
1429,Abhishek,It just works,4.0,It’s apple. What else reason do by you need?
1430,Abhishek,Good Phone,4.0,Most beloved phone of mine
1431,Abhishek,Good,4.0,Very nice
